3898;Cuba;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4002;Cyprus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4029;Czech Republic;;;;;;1;;1;;4;3;;1;5;1;1;;;;;;2;1;1;2;;;2;;4;1;;1;;4;2;1;;3;2;1;1;;;2;;1;;2;;1;1;2;1;4;4;6;7;11;6;2;;2;1;2;;;;8;9;4;7;3;1;3
3977;Democratic Peoples Republic of Korea (North Korea);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;1;;;;;;2;1;1;;;;;;1;2;4;2;3;2;;3;5;;;;;;;
3857;Democratic Republic of The Congo;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;1;;;1;;;1;;1;1;1;2;;1;2;3;2;2;8;5;;3;;3;4;;2;;1;;;;;;;;;;;;
3983;Denmark;1;2;2;3;4;5;9;4;8;4;13;12;19;28;19;8;13;11;13;11;11;8;8;11;7;9;6;8;11;8;9;10;12;10;9;10;6;9;10;4;11;7;6;7;1;3;1;3;2;;1;2;2;2;;1;2;2;;;;;;;;1;;;;;;;;;
3864;Djibouti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
3899;Dominica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
3900;Dominican Republic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;9;6;6;6;5;5;3;2;1;1;2;1;;;;;;;;;;;;;;;
3926;Ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;6;8;14;21;31;52;54;49;24;12;6;9;5;1;1;1;4;6;10;8;7;7;10;6;7;6;11;2;4;2;;5;;;;;;
3830;Egypt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;
3901;El Salvador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;2;3;11;27;21;2;9;2;1;1;1;;1;;1;;;1;1;;;;;;;;;;;;;;
11570;England;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3858;Equatorial Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3865;Eritrea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3984;Estonia;3;4;;1;5;6;7;5;6;18;6;9;2;;;;;;;;;1;;;;;;;1;1;;1;;;;;;;;;;;;;1;2;;;1;;;;3;1;;2;4;4;6;5;14;7;9;7;4;8;;1;5;10;1;;;;
3866;Ethiopia;;;;;;;;;;;;;;;1;;1;;;1;;;;1;1;3;1;2;3;5;2;4;6;10;14;15;30;28;46;55;82;59;81;91;21;6;5;5;12;13;15;16;23;23;17;28;16;24;25;21;11;9;19;20;15;21;11;2;;;;;;;
3993;Faeroe Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3933;Falkland Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4051;Federal States of Micronesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4043;Fiji;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
3985;Finland;42;64;104;203;223;302;358;449;424;352;218;136;80;67;50;45;53;45;44;34;45;40;46;40;37;39;28;41;43;30;33;42;49;54;66;65;59;61;39;42;38;20;17;18;14;7;4;4;2;3;1;2;1;2;1;3;;1;1;;;;;;;;;;;;;;;;
4018;France;2;1;3;;;2;5;;1;;;;;;1;;;1;;;;;;;;;;2;1;;;;1;;1;;;;;1;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
3935;French Guiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4057;French Polynesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3859;Gabon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4026;Georgia (country);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4019;Germany;;1;6;7;9;9;13;11;19;20;15;21;37;24;35;38;26;43;44;43;34;29;30;38;40;35;19;26;28;18;20;24;33;28;30;40;41;41;39;37;29;21;8;8;5;6;2;4;4;5;4;;2;1;2;1;;1;;;;;;;;;;;;;;;;;
3841;Ghana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;1;1;;1;1;1;;1;2;1;;1;1;2;1;2;;1;;1;;;;1;2;;;;;;
4013;Gibraltar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4003;Greece;;;;;;;;1;;1;;;;;;;;1;;1;2;;6;4;2;1;;1;2;4;4;10;11;11;2;4;11;7;9;1;4;1;5;10;3;10;7;5;7;5;4;4;3;1;4;3;5;2;2;1;;2;1;1;;1;1;;;;;;;;
3889;Greenland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3902;Grenada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3903;Guadeloupe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4048;Guam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3904;Guatemala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;13;6;6;11;7;6;7;5;13;9;16;17;17;24;17;17;12;14;14;15;21;20;14;13;9;6;5;5;3;;;;;;;;
3994;Guernsey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3842;Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3843;Guinea Bissau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;
3927;Guyana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;2;1;1;2;1;2;1;3;1;2;3;1;1;;;;1;;;;;;;;;;;;;;;;;;;;
3905;Haiti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;1;;;5;6;6;3;2;;1;1;;;;1;;;;;;;;;;;;;;;;;
3906;Honduras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;7;5;4;4;3;5;3;8;7;1;;;2;;;;;;1;1;;2;;;;;;;;;;;;;;;
3980;Hong Kong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;1;;1;1;;1;;;;;;;;;;;;;1;;;;1;;1;;;;
4030;Hungary;;1;;;;1;3;1;1;;6;1;1;2;5;1;;1;1;3;;3;6;2;5;1;3;1;;;1;;1;3;;2;2;1;5;2;1;2;4;3;1;4;5;3;6;1;2;1;1;5;4;6;9;11;10;13;12;16;7;3;2;1;1;;13;11;18;16;18;9;7
3986;Iceland;;;;;;;;;;;1;1;;;2;;;;;1;;1;;1;;;1;1;1;;1;;1;1;;;;1;;1;2;;1;3;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;
3959;India;;;1;;;;;;;;;;1;;;;;;;1;1;;1;;;;;2;3;2;6;4;16;23;34;63;68;110;136;160;155;237;259;286;274;287;358;363;344;411;390;365;338;322;229;235;214;178;107;96;87;84;80;80;61;65;60;14;6;9;16;17;14;7;4
3966;Indonesia;;;;;;;;;;;;;;;;;1;;1;;;;1;;1;;;;;;;1;;;;;1;1;5;9;9;7;21;35;74;55;29;75;104;161;82;103;;;;2;3;1;;;;;1;;;;;;;;;;;;
3938;Iran;;;;;1;;;;;;;;;;;;;;;;1;;;;3;;2;3;1;1;1;2;6;2;3;9;19;22;20;51;60;50;40;60;90;101;42;2;;3;5;;2;4;1;;1;;;;;;2;;;1;;;;;;;;;
3939;Iraq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;2;;1;1;;2;;;3;2;1;;;;;;;;
3987;Ireland;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;1;;;2;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3995;Isle of Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3940;Israel;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;4;4;11;4;12;9;8;11;8;12;12;14;7;9;4;4;4;6;6;9;10;6;4;1;2;3;1;1;;;;;;;;
4004;Italy;;;;;;;;;1;;1;;2;;;1;1;1;;;;1;;;1;2;2;3;;2;2;1;1;3;;2;;1;3;1;1;2;2;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
3907;Jamaica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;2;1;;;;;;;;;1;;;;;5;4;2;3;;1;1;;;;;;;;;
3976;Japan;;;;;;;;;;;;;;;;;;1;;;;;;1;;;1;;1;1;;;;;;;;;1;1;1;1;;2;1;;1;2;;;;2;1;;;1;;;;2;1;;1;1;;;;;;;;;;;
3996;Jersey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3941;Jordan;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;3;;;1;1;;;;;;;1;2;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;
3951;Kazakhstan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
3868;Kenya;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;3;;4;1;1;;1;3;1;1;1;1;3;;;;4;2;1;3;1;;1;6;2;1;;2;;;;;;;;17;4;;;;;
4049;Kiribati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4014;Kosovo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3942;Kuwait;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;
3952;Kyrgyzstan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;2;;;;;;
3967;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;1;1;;1;;;;1;;;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
3988;Latvia;;;;1;1;;2;1;1;1;1;2;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;1;1;;1;5;5;11;5;7;11;7;13;12;11;5;5;;;;;;;;
3943;Lebanon;;;;;;;;;;;;;;;;1;;;;;;1;;;1;;;1;;;;1;;;;2;;;;1;2;2;8;6;3;10;21;16;15;10;3;4;;4;;1;;2;1;1;1;1;;;1;;;;;;;;;;
3881;Lesotho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;4;4;3;1;3;2;3
3844;Liberia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;6;2;11;7;8;3;13;9;9;7;4;;1;2;1;2;5;4;1;;3;1;4;1;1;;1;;;;;;;;;;;;;;
3831;Libya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4020;Liechtenstein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3989;Lithuania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;3;1;;1;;;17;10;6;5;1;2;
4021;Luxembourg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3981;Macau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4005;Macedonia;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;1;;;;1;;2;;;;;;;1;1;1;;;1;1;3;;;;
3869;Madagascar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;;1;;1;1;1;2;;1;;;;;;;;;;;;;1;;;;;5;5;4;3;2;3;2
3870;Malawi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3968;Malaysia;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;3;1;3;1;;1;;;;;;1;;;;;;;1;2;;2;1;;;;;;;;;;;;;;
3960;Maldives;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3845;Mali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4006;Malta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4050;Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3908;Martinique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3846;Mauritania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3871;Mauritius;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3878;Mayotte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3909;Mexico;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;2;;;1;2;1;;3;3;4;7;7;2;1;4;5;1;2;3;1;3;3;1;;1;3;1;2;;;1;;1;;;;;;;;;;
4031;Moldova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4022;Monaco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3953;Mongolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4007;Montenegro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
3910;Montserrat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3832;Morocco;;;;;;;;;;;;;;;;;;;;2;1;;1;;2;;;1;;;1;;;;1;1;;;;;;1;;1;;2;2;1;2;3;3;5;;2;;1;1;2;2;1;5;1;2;1;;;;;;;;;;;
3872;Mozambique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;;1;;1;3;1;2;1;3;;1;1;1;;2;1;;;;;;;;;;;;
3969;Myanmar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3882;Namibia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4052;Nauru;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
3961;Nepal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;4;6;11;5;9;7;7;9;3;3;3;3;2;;1;;;3;1;2;4;3;2;3;1;1;;;;;;;;
