3906;Honduras;;;;;;;;;;;;;;;;
3980;Hong Kong;;;;;;;;;;;;;;;;
4030;Hungary;;;;;;;;;;;;;;;;
3986;Iceland;;;;;;;;;;;;;;;;
3959;India;168;148;126;148;130;122;125;82;11;;5;2;5;4;;4
3966;Indonesia;;;;;;;;;;;;;;;;
3938;Iran;;;;;;;;;;;;;;;;
3939;Iraq;;;;;;;;;;;;;;;;
3987;Ireland;;;;;;;;;;;;;;;;
3995;Isle of Man;;;;;;;;;;;;;;;;
3940;Israel;1;1;4;;2;;2;1;;;;;;;;
4004;Italy;14;20;22;25;21;21;22;16;1;9;5;10;6;;6;
3907;Jamaica;;;;;;;;;;;;;;;;
3976;Japan;;;;;;;;;;;;;;;;
3996;Jersey;;;;;;;;;;;;;;;;
3941;Jordan;;;;;;;;;;;;;;;;
3951;Kazakhstan;;;;;;;;;;;;;;;;
3868;Kenya;;;;;;;;;;;;;;;;
4049;Kiribati;;;;;;;;;;;;;;;;
4014;Kosovo;;;;;;;;;;;;;;;;
3942;Kuwait;;;;;;;;;;;;;;;;
3952;Kyrgyzstan;;;;;;;;;;;;;;;;
3967;Laos;;;;;;;;;;;;;;;;
3988;Latvia;;;;;;;;;;;;;;;;
3943;Lebanon;;;;;;;;;;;;;;;;
3881;Lesotho;;;;;;;;;;;;;;;;
3844;Liberia;;;;;;;;;;;;;;;;
3831;Libya;;;;;;;;;;;;;;;;
4020;Liechtenstein;;;;;;;;;;;;;;;;
3989;Lithuania;;;;;;;;;;;;;;;;
4021;Luxembourg;;;;;;;;;;;;;;;;
3981;Macau;;;;;;;;;;;;;;;;
4005;Macedonia;;;;;;;;;;;;;;;;
3869;Madagascar;;;;;;;;;;;;;;;;
3870;Malawi;;;;;;;;;;;;;;;;
3968;Malaysia;;;;;;;;;;;;;;;;
3960;Maldives;;;;;;;;;;;;;;;;
3845;Mali;;;;;;;;;;;;;;;;
4006;Malta;;;;;;;;;;;;;;;;
4050;Marshall Islands;;;;;;;;;;;;;;;;
3908;Martinique;;;;;;;;;;;;;;;;
3846;Mauritania;;;;;;;;;;;;;;;;
3871;Mauritius;;;;;;;;;;;;;;;;
3878;Mayotte;;;;;;;;;;;;;;;;
3909;Mexico;10;11;4;4;8;11;12;10;3;1;6;1;;;;
4031;Moldova;;;;;;;;;;;;;;;;
4022;Monaco;;;;;;;;;;;;;;;;
3953;Mongolia;;;;;;;;;;;;;;;;
4007;Montenegro;;;;;;;;;;;;;;;;
3910;Montserrat;;;;;;;;;;;;;;;;
3832;Morocco;;22;18;21;21;24;29;23;;;3;3;;;9;
3872;Mozambique;;;;;;;;;;;;;;;;
3969;Myanmar;;;;;;;;;;;;;;;;
3882;Namibia;;;;;;;;;;;;;;;;
4052;Nauru;;;;;;;;;;;;;;;;
3961;Nepal;;;;;;;;;;;;;;;;
4023;Netherlands;;;;;;;;;;;;;;;;
3911;Netherlands Antilles;;;;;;;;;;;;;;;;
4044;New Caledonia;;;;;;;;;;;;;;;;
4039;New Zealand;;;;;;;;;;;;;;;;
3912;Nicaragua;;;;;;;;;;;;;;;;
3847;Niger;;;;;;;;;;;;;;;;
3848;Nigeria;;;;;;;;;;;;;;;;
4058;Niue;;;;;;;;;;;;;;;;
4053;Northern Mariana Islands;;;;;;;;;;;;;;;;
3990;Norway;;;;;;;;;;;;;;;;
3944;Oman;;;;;;;;;;;;;;;;
3962;Pakistan;20;8;7;11;4;9;9;6;5;;;;;;6;
4054;Palau;;;;;;;;;;;;;;;;
3913;Panama;;;;;;;;;;;;;;;;
4045;Papua New Guinea;;;;;;;;;;;;;;;;
3928;Paraguay;4;7;3;2;12;7;1;2;1;;;;;;;
3929;Peru;36;35;27;22;11;11;9;18;2;4;2;1;;;;
3970;Philippines;87;76;81;69;61;87;56;43;15;12;16;15;12;16;21;8
4032;Poland;123;109;133;143;113;135;118;128;25;19;27;23;18;14;26;14
4008;Portugal;7;5;6;4;5;5;5;1;;2;;2;;;;5
3914;Puerto Rico;;;;;;;;;;;;;;;;
3945;Qatar;;;;;;;;;;;;;;;;
3978;Republic of Korea (South Korea);6;2;3;1;1;;;4;;;;;;;;
3856;Republic of The Congo (Brazzaville);;;;;;;;;;;;;;;;
4000;Republika Srpska;;;;;;;;;;;;;;;;
3879;Réunion ;;;;;;;;;;;;;;;;
4033;Romania;291;206;122;126;130;130;145;122;21;20;13;17;24;17;15;22
4034;Russian Federation;29;56;79;124;150;182;217;203;89;67;58;68;43;29;30;30
3862;Rwanda;;;;;;;;;;;;;;;;
3915;Saint Kitts & Nevis;;;;;;;;;;;;;;;;
3916;Saint Lucia;;;;;;;;;;;;;;;;
3887;Saint Pierre and Miquelon;;;;;;;;;;;;;;;;
3917;Saint Vincent & Grenadines;;;;;;;;;;;;;;;;
4059;Samoa;;;;;;;;;;;;;;;;
4009;San Marino;;;;;;;;;;;;;;;;
3860;Sao Tome e Principe;;;;;;;;;;;;;;;;
3946;Saudi Arabia;;;;;;;;;;;;;;;;
11569;Scotland;;;;;;;;;;;;;;;;
3849;Senegal;;;;;;;;;;;;;;;;
4010;Serbia;117;79;100;63;90;63;80;53;5;5;6;1;5;5;;3
3873;Seychelles;;;;;;;;;;;;;;;;
3850;Sierra Leone;;;;;;;;;;;;;;;;
3971;Singapore;;;;;;;;;;;;;;;;
4035;Slovakia;;;;;;;;;;;;;;;;
4011;Slovenia;;;;;;;;;;;;;;;;
4046;Solomon Island;;;;;;;;;;;;;;;;
3867;Somalia;;;;;;;;;;;;;;;;
3883;South Africa;;;;;;;;;;;;;;;;
3934;South Georgia and the South Sandwich Islands;;;;;;;;;;;;;;;;
4012;Spain;7;7;7;10;5;7;2;2;3;2;2;7;;;;5
3963;Sri Lanka;28;26;16;26;9;11;11;15;;2;3;4;;3;;
3833;Sudan;;;;;;;;;;;;;;;;
3930;Suriname;;;;;;;;;;;;;;;;
3884;Swaziland;;;;;;;;;;;;;;;;
3991;Sweden;;;;;;;;;;;;;;;;
4024;Switzerland;4;1;2;7;4;;2;2;;;;;;;;
3947;Syria;;;;;;;;;;;;;;;;
3979;Taiwan;;;;;;;;;;;;;;;;
3954;Tajikistan;;;;;;;;;;;;;;;;
3874;Tanzania;;;;;;;;;;;;;;;;
3972;Thailand;58;58;65;55;56;43;75;75;53;49;56;32;41;43;38;38
3840;The Gambia;;;;;;;;;;;;;;;;
3973;Timor-Leste;;;;;;;;;;;;;;;;
3851;Togo;;;;;;;;;;;;;;;;
4060;Tokelau;;;;;;;;;;;;;;;;
4061;Tonga;;;;;;;;;;;;;;;;
3918;Trinidad & Tobago;;;;;;;;;;;;;;;;
3834;Tunisia;1;3;3;4;5;5;3;5;;;;;;;;
4027;Turkey;82;77;59;75;72;94;101;90;19;12;15;6;8;4;9;4
3955;Turkmenistan;;;;;;;;;;;;;;;;
3919;Turks and Caicos Islands;;;;;;;;;;;;;;;;
4062;Tuvalu;;;;;;;;;;;;;;;;
3875;Uganda;;;;;;;;;;;;;;;;
4036;Ukraine;;6;9;18;25;27;47;73;19;17;22;17;17;10;22;24
11572;Ulster;;;;;;;;;;;;;;;;
3948;United Arab Emirates;;;;;;;;;;;;;;;;
3992;United Kingdom;;;;;;;;;;;;;;;;
3805;United States of America;40;34;24;32;15;9;21;14;2;7;3;8;5;;;4
3931;Uruguay;;;;;;;;;;;;;;;;
3956;Uzbekistan;;;;;;;;;;;;;;;;
4047;Vanuatu;;;;;;;;;;;;;;;;
3932;Venezuela;;;;;;;;;;;;;;;;
3974;Vietnam;13;12;17;33;28;28;75;85;16;9;16;18;9;12;8;6
3920;Virgin Islands;;;;;;;;;;;;;;;;
11571;Wales;;;;;;;;;;;;;;;;
4063;Wallis and Futuna;;;;;;;;;;;;;;;;
3835;Western Sahara;;;;;;;;;;;;;;;;
3949;Yemen;;;;;;;;;;;;;;;;
3876;Zambia;;;;;;;;;;;;;;;;
3877;Zimbabwe;;;;;;;;;;;;;;;;
4130;Sint Maarten;;;;;;;;;;;;;;;;
4093;South Sudan;;;;;;;;;;;;;;;;
4073;Antigua and Barbuda;;;;;;;;;;;;;;;;
;Other;232;253;251;323;300;357;420;454;214;221;232;199;171;167;148;165

